80806, BUTTER NAAN, KADAI PANEER, CHE SANDWICH, CHE SANDWICH,
86497, PEPSI MIX, COKE MIX,
116400, COKE CAN, CHE SANDWICH,
80391, MAKHANIA LASSI, CHE BURGER, PANEER FRANKY,
85061, ICECREAMSHAKE, MATKA KULFI,
88646, ALOO PARATHA, CHE SANDWICH,
92046, ICECREAMSHAKE, CHE BURGER,
93236, KADAI PANEER, ALOO PARATHA, PLAIN NAAN,
115574, CHE SANDWICH, COKE MIX,
116102, CHI.TANDURY 1/2, COKE CAN,
89392, PLAIN MAGGI, FRIED MAGGI, CHI.TANDURY 1/2,
89556, PEPSI MIX, MY CAN,
105779, PLAIN MAGGI, CHE SANDWICH,
107697, PLAIN MAGGI, ICECREAMSHAKE,
108901, BUTTER NAAN, KADAI PANEER,
103368, BUTTER NAAN, BUTTER CHICKEN,
103380, BUTTER NAAN, KADAI PANEER,
88101, BUTTER NAAN, KADAI PANEER,
98470, ALOO PARATHA, CHE SANDWICH,
87978, CHI.TANDURY 1/2, BUTTER NAAN, KADAI PANEER,
91389, BUTTER NAAN, ICE,
91438, YAMAMA, ICE,
109097, LAYS / BINGO, LITTLE HEARTS, FIVE STAR@20,
109373, BRT. CAKE, COKE MIX,
109980, SILK, FIVE STAR@20,
116404, CHI.RICE, CHI.TANDURY 1/2, CHE SANDWICH,
116520, FRUIT SHAKE, ICE, CHE SANDWICH,
91795, ALOO PARATHA, PANEER FRANKY,
77834, CHI.RICE, CHE SANDWICH,
79085, CHE SANDWICH, PANEER FRANKY,
84358, CHI.RICE, CHE SANDWICH,
92005, FRUIT SHAKE, COKE MIX,
75594, BUTTER NAAN, FRUIT SHAKE, PEPSI MIX,
80889, FRUIT SHAKE, ALOO PARATHA,
84489, ICECREAMSHAKE, ALOO PARATHA,
87241, BUTTER NAAN, ICECREAMSHAKE,
87411, FRUIT SHAKE, KAJU SHAKE,
88472, BUTTER NAAN, FRUIT SHAKE,
102928, PULPY ORANGE, ICECREAMSHAKE,
102982, CHI.RICE, CHE SANDWICH,
106218, CHI.RICE, CHI.TANDURY 1/2, CHE SANDWICH,
106220, BUTTER NAAN, BUTTER CHICKEN, PULPY ORANGE, ICECREAMSHAKE,
106221, BUTTER NAAN, BUTTER CHICKEN, CHILLI CHICKEN, FRUIT SHAKE, ICECREAMSHAKE,
106223, BUTTER NAAN, KADAI PANEER, KADAI PANEER,
106231, PULPY ORANGE, COKE MIX,
106240, FRUIT SHAKE, ALOO PARATHA,
106322, PULPY ORANGE, ICECREAMSHAKE,
111290, FRUIT SHAKE, PANEER FRANKY,
111340, FRUIT SHAKE, KAJU SHAKE,
114637, FRUIT SHAKE, ICECREAMSHAKE,
114672, BUTTER NAAN, PULPY ORANGE,
100399, EGG RICE, CHE SANDWICH,
79314, FRUIT SHAKE, PANEER FRANKY, PANEER FRANKY,
85416, FRUIT SHAKE, COKE MIX,
89247, PLAIN MAGGI, FRUIT SHAKE,
104171, FRUIT SHAKE, PANEER FRANKY,
106891, FRUIT SHAKE, PANEER FRANKY,
107663, DAIRY MILK, FRUIT SHAKE,
113928, FRUIT SHAKE, CHE SANDWICH,
93251, BUTTER CHICKEN, PLAIN NAAN,
103175, CHI.TANDURY 1/2, FRUIT SHAKE,
103375, PULPY ORANGE, COKE MIX,
105572, FRUIT SHAKE, PANEER FRANKY,
86950, VEG PATTY, ICECREAMSHAKE,
109129, BUTTER NAAN, CHILLI CHICKEN,
102898, FRUIT SHAKE, CHE SANDWICH,
76410, PULPY ORANGE, FRUIT SHAKE,
77842, CHI.PAKODA, CHE SANDWICH,
79210, PLAIN MAGGI, PANEER FRANKY,
83754, FRUIT SHAKE, PANEER FRANKY,
89526, CHI.RICE, KADAI PANEER,
91916, BUTTER CHICKEN, PLAIN NAAN,
105578, CHI.RICE, CHI.PAKODA,
105667, FRUIT SHAKE, ICECREAMSHAKE,
101800, CHI.PAKODA, COKE MIX,
86725, FRUIT SHAKE, MATKA KULFI,
89391, BOURBON, LITTLE HEARTS,
88798, PULPY ORANGE, CHE SANDWICH,
99582, CHI.RICE, PULPY ORANGE,
81192, BUTTER NAAN, CHILLI PANEER, PEPSI MIX,
82898, BUTTER NAAN, CHILLI PANEER,
87610, ALOO PARATHA, PEPSI MIX, CHE SANDWICH,
109905, PLAIN MAGGI, BUTTER NAAN, BUTTER CHICKEN, ALOO PARATHA,
98506, BRT CAKES, VENDING TOKEN,
103404, FRUIT SHAKE, SAMBHAR VADA, VENDING TOKEN,
85823, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE, COKE MIX,
85906, BUTTER NAAN, KADAI PANEER,
85971, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE, COKE MIX,
92704, PANEER FRANKY, VENDING TOKEN,
109281, BUTTER NAAN, KADAI PANEER, CHE SANDWICH,
111215, ICECREAMSHAKE, CHE SANDWICH,
112313, ICECREAMSHAKE, CHE SANDWICH,
113074, BUTTER NAAN, KADAI PANEER,
115559, BUTTER NAAN, KADAI PANEER,
79185, CHI.RICE, KAJU SHAKE, PANEER FRANKY,
105582, CHI.RICE, CHILLI CHICKEN, FRUIT SHAKE,
88863, ICECREAMSHAKE, CHE SANDWICH,
95279, ICECREAMSHAKE, CHE SANDWICH,
99804, LAYS / BINGO, LAYS / BINGO, OREO@30,
104778, BUTTER NAAN, BUTTER CHICKEN,
96037, YAMAMA, COKE MIX,
116208, BUTTER NAAN, KADAI PANEER,
108785, LITTLE HEARTS, PULPY ORANGE,
82394, FRUIT SHAKE, COKE MIX, PANEER FRANKY,
76996, MASALA DOSA, ICECREAMSHAKE,
78314, BUTTER NAAN, KADAI PANEER,
78316, ICECREAMSHAKE, COKE MIX,
78318, BUTTER NAAN, BUTTER CHICKEN, FRUIT SHAKE,
78320, BUTTER NAAN, CHILLI CHICKEN, ICECREAMSHAKE,
78321, ICECREAMSHAKE, COKE MIX,
78326, VEG RICE, CHILLI PANEER, FRUIT SHAKE, FRUIT SHAKE, ICECREAMSHAKE,
78332, ICECREAMSHAKE, CHE SANDWICH,
78363, SILK, SILK, FRUIT SHAKE,
78365, DAIRY MILK, FIVE STAR@20, ICE,
78653, FRUIT SHAKE, PEPSI MIX,
85606, PLAIN MAGGI, FRUIT SHAKE,
87145, CHI PASTA, ICECREAMSHAKE,
89282, BUTTER NAAN, CHILLI CHICKEN,
89447, ICECREAMSHAKE, CHE SANDWICH,
90740, CHI.RICE, FRUIT SHAKE, CHE SANDWICH,
90838, PLAIN MAGGI, FRUIT SHAKE,
92721, FRUIT SHAKE, CHE BURGER,
96530, FRUIT SHAKE, CHE SANDWICH,
107333, CHI.PAKODA, BUTTER NAAN,
108229, LITTLE HEARTS, PULPY ORANGE,
109316, PLAIN MAGGI, CHE SANDWICH,
109343, CHI.RICE, FRUIT SHAKE,
111449, CHI.RICE, FRUIT SHAKE, PANEER FRANKY,
112586, PLAIN MAGGI, CHI.RICE, FRUIT SHAKE,
113148, VEG RICE, CHILLI PANEER,
116328, CHI.RICE, FRUIT SHAKE, CHE SANDWICH,
116495, CHE SANDWICH, COKE MIX,
106589, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE,
107803, BUTTER NAAN, KADAI PANEER,
107809, FRUIT SHAKE, CHOCO PIE, COKE MIX,
108491, BUTTER NAAN, KADAI PANEER,
109308, CHI.PAKODA, LAYS / BINGO, CHOCO PIE,
109312, BUTTER NAAN, KADAI PANEER,
114826, FRUIT SHAKE, ALOO PARATHA,
88059, ICECREAMSHAKE, CHE SANDWICH,
92833, KADAI PANEER, PLAIN NAAN,
104536, ICECREAMSHAKE, CHE SANDWICH,
115731, FRUIT SHAKE, ICECREAMSHAKE,
100892, ICECREAMSHAKE, ALOO PARATHA, CHE SANDWICH,
106996, COKE MIX, PANEER FRANKY,
97794, FRUIT SHAKE, CHE BURGER,
74836, MASALA DOSA, ICECREAMSHAKE,
76801, MASALA DOSA, VEG PASTA, FRUIT SHAKE, FRUIT SHAKE,
89662, FRUIT SHAKE, ALOO PARATHA,
113453, MASALA DOSA, FRUIT SHAKE,
98165, COKE CAN, ICECREAMSHAKE,
100625, FRUIT SHAKE, ICECREAMSHAKE,
108775, VEG PATTY, COKE MIX,
109416, CHI.RICE, COKE MIX,
82003, FRUIT SHAKE, ALOO PARATHA, BUTTER,
97860, FRIED MAGGI, PEPSI MIX,
84544, BUTTER NAAN, KADAI PANEER,
94648, BUTTER NAAN, PEPSI MIX,
98200, BUTTER NAAN, KADAI PANEER,
98239, COKE CAN, VENDING TOKEN,
111979, BUTTER NAAN, KADAI PANEER,
112038, BUTTER NAAN, COKE CAN,
95344, CHI PASTA, ICECREAMSHAKE,
111886, BUTTER NAAN, KADAI PANEER, ALOO PARATHA, CHE SANDWICH, PANEER FRANKY,
111892, PULPY ORANGE, COKE MIX,
111913, PULPY ORANGE, COKE MIX, PANEER FRANKY,
112162, FRIED MAGGI, PULPY ORANGE, ALOO PARATHA, CHE SANDWICH, PANEER FRANKY,
112163, CHI.TANDURY 1/2, CHI.PAKODA, FRUIT SHAKE, ICECREAMSHAKE, CHE SANDWICH,
112164, BUTTER NAAN, BUTTER CHICKEN, CHILLI CHICKEN, COKE MIX,
112186, CHI.TANDURY 1/2, ICECREAMSHAKE, PANEER FRANKY,
114154, CHI.RICE, COKE MIX,
114212, ICECREAMSHAKE, ALOO PARATHA,
109305, EGG RICE, COKE CAN, CHE SANDWICH,
76557, FRUIT SHAKE, KAJU SHAKE,
76630, CHI.PAKODA, FRUIT SHAKE,
87035, CHI.RICE, PEPSI MIX,
109596, PLAIN MAGGI, FRUIT SHAKE, CHE SANDWICH,
76242, BUTTER NAAN, BUTTER CHICKEN,
77844, CHI PASTA, ALOO PARATHA,
89544, BUTTER NAAN, KADAI PANEER, BUTTER CHICKEN,
91564, EGG RICE, CHE SANDWICH,
103379, BUTTER NAAN, BUTTER CHICKEN,
106604, DAIRY MILK, COKE CAN,
78205, ALOO PARATHA, CURD,
98929, VEG RICE, BUTTER NAAN,
91330, FRIED MAGGI, FRUIT SHAKE,
107241, FRUIT SHAKE, CHE SANDWICH,
108368, VEG PATTY, FRUIT SHAKE,
109447, FRUIT SHAKE, CHE SANDWICH,
110290, FRIED MAGGI, FRUIT SHAKE,
110901, FRUIT SHAKE, CHE SANDWICH,
82790, CHI.TANDURY 1/2, COKE MIX,
84295, FRUIT SHAKE, CHE SANDWICH,
95276, ICECREAMSHAKE, CHE SANDWICH,
97694, ICECREAMSHAKE, CHE BURGER,
98875, CHE SANDWICH, VENDING TOKEN,
104697, FRIED MAGGI, CHI.RICE,
75891, EGG RICE, CHI.PAKODA, ALOO PARATHA, CURD,
87472, CHI.RICE, ICECREAMSHAKE,
108105, FRUIT SHAKE, ICECREAMSHAKE,
116584, CHI.RICE, COKE MIX,
76222, CHI.TANDURY 1/2, PULPY ORANGE,
78536, CHI.PAKODA, PULPY ORANGE, PEPSI MIX,
80266, VEG RICE, CHILLI CHICKEN, COKE MIX,
83653, VEG RICE, PULPY ORANGE, PEPSI MIX,
87142, VEG RICE, BUTTER CHICKEN,
88685, BUTTER NAAN, BUTTER CHICKEN,
107962, LAYS / BINGO, ICECREAMSHAKE,
108861, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
108887, LAYS / BINGO, WAFFY,
109077, ALOO PARATHA, KAJU SHAKE,
80209, LAYS / BINGO, PANEER FRANKY,
86422, EGG RICE, CHI.RICE,
116596, EGG RICE, CHI.RICE, COKE MIX,
101513, BUTTER NAAN, KADAI PANEER,
109303, EGG RICE, ICECREAMSHAKE,
76223, BUTTER NAAN, KADAI PANEER,
77820, LAYS / BINGO, JAM TREAT,
96954, ICECREAMSHAKE, PANEER FRANKY,
101539, PULPY ORANGE, ALOO PARATHA,
102487, BUTTER NAAN, CHE SANDWICH,
106863, ICECREAMSHAKE, CHE SANDWICH,
109304, PULPY ORANGE, CHOCO PIE,
109319, FRUIT SHAKE, CHE SANDWICH,
82644, PLAIN MAGGI, FRUIT SHAKE,
91386, CHE SANDWICH, VENDING TOKEN,
93146, FRUIT SHAKE, ALOO PARATHA, VENDING TOKEN,
93257, PLAIN MAGGI, VEG PASTA, ICECREAMSHAKE,
113282, BUTTER NAAN, KADAI PANEER, KAJU SHAKE,
113301, SILK, FRUIT SHAKE,
113303, PLAIN MAGGI, FRUIT SHAKE,
113306, ICECREAMSHAKE, CHE SANDWICH,
113309, PLAIN MAGGI, CHE SANDWICH,
113311, PLAIN MAGGI, PULPY ORANGE,
113323, PLAIN MAGGI, FRUIT SHAKE,
113338, PLAIN MAGGI, ICECREAMSHAKE, CHE SANDWICH,
113340, ICECREAMSHAKE, DAIRY MILK@45,
113342, FRUIT SHAKE, CHE SANDWICH,
79140, ALOO PARATHA, PEPSI MIX, PANEER FRANKY,
79203, CHI.PAKODA, PEPSI MIX,
92759, PEPSI MIX, MY CAN, PANEER FRANKY,
107401, CHI.RICE, COKE CAN,
109545, FRIED MAGGI, COKE MIX,
92850, PEPSI MIX, SLICE,
76788, PLAIN DOSA, LITTLE HEARTS,
87724, ICECREAMSHAKE, ICECREAMSHAKE,
106577, COKE CAN, CHE SANDWICH, PANEER FRANKY,
92737, ALOO PARATHA, BUTTER,
98307, ALOO PARATHA, BUTTER,
99489, ALOO PARATHA, BUTTER,
101320, ALOO PARATHA, ALOO PARATHA, BUTTER,
103120, ALOO PARATHA, BUTTER,
103130, ALOO PARATHA, BUTTER,
104710, ICECREAMSHAKE, PANEER FRANKY,
85381, COKE CAN, CHE BURGER,
95779, BUTTER NAAN, KADAI PANEER,
95864, BUTTER NAAN, MY CAN,
92966, ALOO PARATHA, MY CAN,
109299, VEG RICE, ICECREAMSHAKE,
78816, BUTTER NAAN, PULPY ORANGE, FRUIT SHAKE, ICECREAMSHAKE,
84590, PULPY ORANGE, FRUIT SHAKE,
101615, BOURBON, COKE MIX,
78851, BOURBON, FRUIT SHAKE,
84517, LAYS / BINGO, FRUIT SHAKE,
85009, BUTTER NAAN, KADAI PANEER,
94730, PLAIN MAGGI, ICECREAMSHAKE,
101187, BUTTER NAAN, ICECREAMSHAKE,
107217, CHI.TANDURY 1/2, BUTTER NAAN,
107252, BUTTER NAAN, ICECREAMSHAKE,
107344, FRUIT SHAKE, PANEER FRANKY,
115973, PLAIN MAGGI, PULPY ORANGE, COKE MIX,
115996, FRUIT SHAKE, CHE SANDWICH,
89471, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE,
97266, COKE CAN, ALOO PARATHA,
76069, ICECREAMSHAKE, ALOO PARATHA,
101538, ALOO PARATHA, BUTTER,
101510, KADAI PANEER, ICECREAMSHAKE,
81631, CHI PASTA, COKE MIX,
85177, CHE BURGER, COKE MIX,
100407, FRUIT SHAKE, CHE SANDWICH,
102580, COKE MIX, WAFFY,
116194, FRUIT SHAKE, CHE SANDWICH,
75378, BUTTER NAAN, KADAI PANEER,
80812, FRIED MAGGI, PULPY ORANGE,
89634, BUTTER NAAN, KADAI PANEER, ALOO PARATHA,
104376, BUTTER NAAN, KADAI PANEER,
81416, BUTTER NAAN, KADAI PANEER,
110059, FRUIT SHAKE, MAKHANIA LASSI,
96100, CHI.TANDURY 1/2, BUTTER NAAN,
82789, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE,
86169, VEG PASTA, PULPY ORANGE,
76794, BUTTER NAAN, KADAI PANEER,
77883, BUTTER NAAN, KADAI PANEER, LAYS / BINGO, DAIRY MILK, CHE SANDWICH,
77910, CHE SANDWICH, COKE MIX,
77926, DAIRY MILK, MY CAN, CHE SANDWICH, COKE MIX,
77930, CHILLI CHICKEN, CHE SANDWICH,
77957, VEG PASTA, PEPSI MIX,
77988, FRUIT SHAKE, CHE SANDWICH,
77996, DAIRY MILK, COKE CAN,
81083, BUTTER NAAN, BUTTER CHICKEN, PEPSI MIX, CHE SANDWICH,
81228, PEPSI MIX, CHE SANDWICH,
86627, BUTTER NAAN, KADAI PANEER,
95404, PLAIN MAGGI, BUTTER NAAN, BUTTER CHICKEN, PEPSI MIX,
96791, ICECREAMSHAKE, MY CAN, CHE SANDWICH, PANEER FRANKY,
96940, COKE CAN, ICECREAMSHAKE,
100873, CHI.TANDURY 1/2, CHI.PAKODA, BUTTER NAAN, KADAI PANEER,
100899, CHI.RICE, CHI.TANDURY 1/2,
100975, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE,
101094, CHE SANDWICH, COKE MIX,
75190, VEG PASTA, ICECREAMSHAKE,
76822, FRUIT SHAKE, CHE SANDWICH,
83335, FRUIT SHAKE, PANEER FRANKY,
86243, VEG PATTY, FRUIT SHAKE,
104449, ICECREAMSHAKE, PANEER FRANKY,
95551, FRUIT SHAKE, ALOO PARATHA,
116588, PLAIN MAGGI, FRUIT SHAKE,
101001, CHI.PAKODA, BUTTER NAAN, KADAI PANEER,
109975, PULPY ORANGE, ICECREAMSHAKE,
84506, ALOO PARATHA, SLICE,
88965, CHI PASTA, CHE SANDWICH,
97507, VEG PATTY, CHE BURGER,
114158, CHI.RICE, PULPY ORANGE,
116472, PLAIN MAGGI, ALOO PARATHA,
88878, PLAIN MAGGI, ICECREAMSHAKE,
80631, VEG RICE, COKE MIX,
92799, ALOO PARATHA, PANEER FRANKY,
103301, PULPY ORANGE, FRUIT SHAKE, FALUDA KULFI, CHE SANDWICH, COKE MIX,
103316, FRUIT SHAKE, COKE MIX,
82006, ICECREAMSHAKE, PEPSI MIX, CHE SANDWICH,
96099, CHI.TANDURY 1/2, BUTTER NAAN,
108866, LAYS / BINGO, CHOCO PIE,
80622, LAYS / BINGO, LITTLE HEARTS,
93392, BUTTER CHICKEN, PLAIN NAAN,
114607, BUTTER NAAN, BUTTER CHICKEN,
75438, PULPY ORANGE, ICECREAMSHAKE,
79840, PEPSI MIX, PEPSI MIX,
76811, BUTTER NAAN, CHI LOLLIPOP,
77162, BUTTER NAAN, CHILLI PANEER, COKE MIX,
89039, CHI.PAKODA, BUTTER NAAN,
97050, COKE MIX, PANEER FRANKY,
100930, CHI.PAKODA, BUTTER NAAN,
109924, CHI LOLLIPOP, COKE MIX,
109972, ICECREAMSHAKE, COKE MIX,
114559, YAMAMA, CHE SANDWICH,
85594, VEG PASTA, PEPSI MIX,
103291, LAYS / BINGO, CHE SANDWICH,
92831, VEG PATTY, VEG PASTA, FRUIT SHAKE,
93008, LAYS / BINGO, FRUIT SHAKE,
96717, FRUIT SHAKE, CHE SANDWICH,
110721, ICECREAMSHAKE, PANEER FRANKY,
114947, FRUIT SHAKE, ALOO PARATHA,
93091, LAYS / BINGO, OREO@15,
78034, BUTTER NAAN, KADAI PANEER,
80894, ALOO PARATHA, COKE MIX,
101312, ICECREAMSHAKE, CHE SANDWICH,
101329, ALOO PARATHA, BUTTER, CHE SANDWICH,
79274, ALOO PARATHA, CHE SANDWICH,
82117, LAYS / BINGO, GOODAY@20, PEPSI MIX, SLICE, BRT CAKES,
86124, PEPSI MIX, SLICE,
91488, ALOO PARATHA, CHE SANDWICH,
95399, ALOO PARATHA, CHE SANDWICH,
106788, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
113326, ALOO PARATHA, CHE SANDWICH,
105696, BUTTER NAAN, BUTTER CHICKEN,
105699, BUTTER NAAN, KADAI PANEER,
105719, ALOO PARATHA, CHE SANDWICH,
105793, KADAI PANEER, COKE MIX,
105839, ICECREAMSHAKE, CHE SANDWICH,
78533, CHI.RICE, CHI PASTA,
80268, VEG RICE, CHILLI CHICKEN,
87291, ICECREAMSHAKE, CHE SANDWICH,
107961, LITTLE HEARTS, ALOO PARATHA,
109075, LAYS / BINGO, LITTLE HEARTS,
86980, BUTTER NAAN, BUTTER CHICKEN,
93609, PEPSI MIX, COKE MIX,
98583, PULPY ORANGE, COKE MIX,
114312, PULPY ORANGE, ALOO PARATHA,
95952, BUTTER NAAN, KADAI PANEER,
113606, BUTTER NAAN, KADAI PANEER,
89374, BUTTER NAAN, PEPSI MIX, CHE SANDWICH,
110588, FRUIT SHAKE, ALOO PARATHA,
104630, PULPY ORANGE, CHE SANDWICH, PANEER FRANKY,
79592, BUTTER NAAN, BUTTER CHICKEN,
97045, COKE MIX, PANEER FRANKY,
107891, BUTTER NAAN, KADAI PANEER,
107923, BUTTER NAAN, FRUIT SHAKE,
89246, ALOO PARATHA, BUTTER,
92774, PLAIN MAGGI, ALOO PARATHA,
92839, ALOO PARATHA, BUTTER,
100769, ALOO PARATHA, BUTTER, CHE SANDWICH,
88667, LAYS / BINGO, LITTLE HEARTS,
88671, BOURBON, BRT CAKES,
90840, PLAIN MAGGI, CHE SANDWICH,
75808, BUTTER NAAN, CHILLI CHICKEN,
80847, ICECREAMSHAKE, ALOO PARATHA,
109760, MASALA DOSA, COKE MIX,
76014, BUTTER NAAN, KADAI PANEER,
80776, BUTTER NAAN, KADAI PANEER,
87614, BUTTER NAAN, KADAI PANEER,
98379, ICECREAMSHAKE, CHE SANDWICH,
86360, VEG PASTA, COKE MIX,
114599, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
92969, SLICE, COKE MIX,
107001, PULPY ORANGE, PANEER FRANKY,
114609, MASALA DOSA, PULPY ORANGE,
81029, PLAIN MAGGI, CHE SANDWICH,
93616, PLAIN MAGGI, LAYS / BINGO,
108950, BOURBON, DARK FANTASY,
82495, CHI.PAKODA, ALOO PARATHA,
86024, BUTTER NAAN, KADAI PANEER,
81730, BUTTER NAAN, KADAI PANEER, PULPY ORANGE,
86485, ALOO PARATHA, VENDING TOKEN,
89312, PLAIN MAGGI, ICECREAMSHAKE,
105781, ICECREAMSHAKE, PANEER FRANKY,
87528, PULPY ORANGE, ICECREAMSHAKE, CHE SANDWICH,
98261, ICECREAMSHAKE, CHE SANDWICH,
98363, FRUIT SHAKE, PEPSI MIX,
107278, ICECREAMSHAKE, CHE SANDWICH,
111505, CHI.RICE, COKE MIX,
79753, FRIED MAGGI, FRUIT SHAKE,
90034, ALOO PARATHA, VENDING TOKEN,
112826, FRUIT SHAKE, CHOCO PIE,
101269, CHE SANDWICH, COKE MIX,
88221, BOURBON, FIVE STAR@20,
115496, FRUIT SHAKE, ICECREAMSHAKE,
80662, CHI.RICE, ALOO PARATHA,
96919, PLAIN MAGGI, FRIED MAGGI, VEG RICE,
100622, FRUIT SHAKE, CHE SANDWICH,
111695, PLAIN MAGGI, ICECREAMSHAKE, PANEER FRANKY,
80352, PEPSI MIX, CHE BURGER,
84813, LAYS / BINGO, FIVE STAR@20,
85123, MASALA DOSA, CHE BURGER,
91788, CHI PASTA, PEPSI MIX,
98532, VEG PATTY, LAYS / BINGO,
113419, BUTTER NAAN, KADAI PANEER,
106102, ICECREAMSHAKE, CHE SANDWICH,
106869, BUTTER NAAN, KADAI PANEER,
112511, PLAIN MAGGI, LITTLE HEARTS,
109910, PULPY ORANGE, CHE BURGER, CHE BURGER,
77826, ALOO PARATHA, CURD, CHE SANDWICH,
76547, BUTTER NAAN, KADAI PANEER, KADAI PANEER,
104644, LAYS / BINGO, LITTLE HEARTS, WAFFY,
82289, FRUIT SHAKE, ICECREAMSHAKE,
93105, BUTTER CHICKEN, PLAIN NAAN,
98411, ICECREAMSHAKE, CHE SANDWICH,
98459, PULPY ORANGE, COKE MIX,
98945, KADAI PANEER, KADAI PANEER, BUTTER CHICKEN, CHILLI CHICKEN, ALOO PARATHA,
98946, BUTTER NAAN, CHILLI PANEER, CHILLI PANEER, CHILLI CHICKEN, ALOO PARATHA,
98953, BUTTER NAAN, CHILLI PANEER,
98957, PULPY ORANGE, PEPSI MIX,
98999, BUTTER NAAN, KADAI PANEER, CHILLI CHICKEN,
99005, BUTTER NAAN, BUTTER NAAN, PEPSI MIX,
99038, VEG PATTY, FRUIT SHAKE,
99043, FRUIT SHAKE, FRUIT SHAKE, ICECREAMSHAKE,
99058, BUTTER NAAN, FRUIT SHAKE,
99070, FRUIT SHAKE, FRUIT SHAKE, ICECREAMSHAKE, CHE SANDWICH,
99071, ICECREAMSHAKE, CHE SANDWICH,
99076, ICECREAMSHAKE, MAKHANIA LASSI,
100973, BUTTER NAAN, CHILLI CHICKEN, PULPY ORANGE, COKE MIX,
100993, CHI.TANDURY 1/2, ICECREAMSHAKE,
102923, LAYS / BINGO, PULPY ORANGE,
105566, BUTTER NAAN, BUTTER CHICKEN,
111838, PULPY ORANGE, CHOCO PIE,
115516, COKE CAN, CHE SANDWICH,
107811, KAJU SHAKE, CHE BURGER,
92024, FIVE STAR@20, CHOCO PIE, CHE BURGER,
92041, CHI.PAKODA, KADAI PANEER, FRUIT SHAKE, PEPSI MIX, PLAIN NAAN,
92059, FRIED MAGGI, CHILLI CHICKEN, PANEER FRANKY,
92116, CHI PASTA, ICECREAMSHAKE,
92147, CHILLI CHICKEN, ICECREAMSHAKE, PEPSI MIX, PEPSI MIX,
92221, CHILLI CHICKEN, PEPSI MIX,
92269, FRUIT SHAKE, ICE,
95717, CHI.TANDURY 1/2, BUTTER NAAN, BUTTER CHICKEN, CHILLI CHICKEN,
95762, VEG RICE, FRUIT SHAKE, SLICE, PANEER FRANKY,
95844, FRUIT SHAKE, PEPSI MIX, SLICE,
86125, PLAIN DOSA, PULPY ORANGE,
96426, LAYS / BINGO, COKE MIX, COKE MIX,
87637, EGG RICE, FRUIT SHAKE,
116398, BUTTER NAAN, CHILLI CHICKEN,
76011, FRUIT SHAKE, CHE SANDWICH,
76086, BUTTER NAAN, KADAI PANEER,
82153, FRUIT SHAKE, CHE SANDWICH,
87541, FRUIT SHAKE, CHE SANDWICH,
98259, FRUIT SHAKE, CHE SANDWICH,
107280, FRUIT SHAKE, CHE SANDWICH,
83792, PULPY ORANGE, FRUIT SHAKE, CHE SANDWICH, PANEER FRANKY,
87239, PEPSI MIX, PEPSI MIX,
108327, PLAIN MAGGI, ALOO PARATHA,
81929, CHI.PAKODA, BUTTER NAAN,
84785, LAYS / BINGO, ICE,
85203, VEG RICE, CHE BURGER,
98537, VEG PATTY, LAYS / BINGO,
100679, CHI.RICE, LAYS / BINGO,
104154, PLAIN MAGGI, BUTTER NAAN, KADAI PANEER,
106905, LAYS / BINGO, FRUIT SHAKE, ICECREAMSHAKE,
114164, PULPY ORANGE, CHE SANDWICH,
93405, FALUDA KULFI, MAKHANIA LASSI,
80694, PLAIN MAGGI, ICECREAMSHAKE, CHE SANDWICH,
82540, PLAIN MAGGI, CHE SANDWICH, PANEER FRANKY,
86981, ALOO PARATHA, CURD,
87115, FRUIT SHAKE, CHE SANDWICH,
93345, PLAIN MAGGI, ICECREAMSHAKE,
97124, PLAIN MAGGI, ALOO PARATHA,
99485, MASALA DOSA, ALOO PARATHA,
99527, LAYS / BINGO, FRUIT SHAKE,
101461, ALOO PARATHA, FRIED IDLY, CHE SANDWICH,
107141, FRUIT SHAKE, ALOO PARATHA,
108892, ALOO PARATHA, CURD, BUTTER,
79954, CHI.RICE, COKE MIX,
92492, CHI.RICE, PEPSI MIX, VENDING TOKEN,
79547, ALOO PARATHA, KAJU SHAKE,
79564, FRUIT SHAKE, KAJU SHAKE,
86481, ICECREAMSHAKE, KAJU SHAKE,
90550, LAYS / BINGO, SAMBHAR VADA,
102121, BUTTER NAAN, KADAI PANEER,
78591, PLAIN MAGGI, BARAF KA GOLA /FALUDA,
82033, FRUIT SHAKE, ICECREAMSHAKE, CHE SANDWICH,
83874, FRUIT SHAKE, ICECREAMSHAKE, ALOO PARATHA,
76017, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE, ALOO PARATHA, CHE SANDWICH,
76037, ICECREAMSHAKE, ALOO PARATHA,
76040, ALOO PARATHA, CURD, PEPSI MIX,
76126, VEG RICE, FRUIT SHAKE, PEPSI MIX,
79117, PEPSI MIX, CHE SANDWICH,
81025, PLAIN MAGGI, PEPSI MIX, CHE SANDWICH,
